#Index: 0, Name: Record Copy
0	462436
0	462764

1	471864
1	472091

2	2206795
2	2207254

3	2219698
3	2220064

4	2230902
4	2231327

5	2244546
5	2245043

6	2257080
6	2257508

7	2266970
7	2267371

8	2276908
8	2277295

9	2296675
9	2297124

10	2305932
10	2306400

11	2315281
11	2315638

12	2321852
12	2322268

13	2334329
13	2334695

14	2346903
14	2347249

15	2360293
15	2360690

16	2372545
16	2372875

17	2385435
17	2385749

18	2398211
18	2398527

19	2410971
19	2411273

20	2422557
20	2422862

21	2434038
21	2434352

22	2445683
22	2445995

23	2457566
23	2457914

24	2468919
24	2469266

25	2480817
25	2481133

26	2492385
26	2492709

27	2503905
27	2504294

28	2515727
28	2516044

29	2527550
29	2527856

30	2539259
30	2539571

31	2551406
31	2551718

32	2562904
32	2563265

33	2574401
33	2574753

34	2585729
34	2586073

35	2596714
35	2597021

36	2607696
36	2608041

37	2619045
37	2619350

38	2629784
38	2630091

39	2641060
39	2641388

40	2651516
40	2651872

41	2662849
41	2663164

42	2673836
42	2674209

43	2685481
43	2685880

44	2696544
44	2696963

45	2709679
45	2710071

46	2718781
46	2719176

47	2729044
47	2729427

48	2740247
48	2740600

49	2750766
49	2751077

50	2761935
50	2762257

51	2773029
51	2773354

52	2784007
52	2784338

53	2795367
53	2795711

54	2806191
54	2806503

55	2816946
55	2817260

56	2828205
56	2828527

57	2839449
57	2839835

58	2850116
58	2850429

59	2861066
59	2861379

60	2871842
60	2872238

61	2882745
61	2883045

62	2893979
62	2894364

63	2904869
63	2905219

64	2915708
64	2916056

65	2926684
65	2926991

66	2937349
66	2937691

67	2948391
67	2948695

68	2959384
68	2959691

69	2970772
69	2971107

70	2982935
70	2983264

71	2991941
71	2992261

72	3002642
72	3002942

73	3013618
73	3013925

74	3024592
74	3024898

75	3035342
75	3035653

76	3046395
76	3046708

77	3057440
77	3057753

78	3068119
78	3068427

79	3079227
79	3079535

80	3090370
80	3090723

81	3101087
81	3101390

82	3112200
82	3112507

83	3123375
83	3123683

84	3133971
84	3134277

85	3145131
85	3145440

86	3156081
86	3156392

87	3166742
87	3167055

88	3177724
88	3178035

89	3189182
89	3189498

90	3199808
90	3200167

91	3210608
91	3210962

92	3221720
92	3222144

93	3232564
93	3232938

94	3243530
94	3243902

95	3254820
95	3255146

96	3265252
96	3265608

97	3276239
97	3276618

98	3287564
98	3288021

99	3299855
99	3300191

100	3311604
100	3311918

101	3320957
101	3321300

102	3331914
102	3332230

103	3343081
103	3343397

104	3353687
104	3354017

105	3364811
105	3365142

106	3375946
106	3376258

107	3386610
107	3386916

108	3397819
108	3398127

109	3409134
109	3409442

110	3419850
110	3420156

111	3430898
111	3431203

112	3442014
112	3442321

113	3452674
113	3453000

114	3464046
114	3464355

115	3474841
115	3475150

116	3485795
116	3486118

117	3496531
117	3496841

118	3507576
118	3507885

119	3518236
119	3518542

120	3529362
120	3529668

121	3540309
121	3540618

122	3550952
122	3551255

123	3562396
123	3562708

124	3573047
124	3573351

125	3583770
125	3584087

126	3594940
126	3595254

127	3605966
127	3606287

128	3616713
128	3617038

129	3627928
129	3628239

130	3638637
130	3638946

131	3649725
131	3650029

132	3660972
132	3661283

133	3671730
133	3672044

134	3682667
134	3682976

135	3693789
135	3694093

136	3704605
136	3704920

137	3715601
137	3715914

138	3726573
138	3726883

139	3737343
139	3737697

140	3748572
140	3748889

141	3759601
141	3759915

142	3770293
142	3770652

143	3781457
143	3781772

144	3792314
144	3792635

145	3803316
145	3803854

146	3814231
146	3814547

147	3825531
147	3825845

148	3836226
148	3836592

149	3847150
149	3847460

150	3858192
150	3858510

151	3868855
151	3869161

152	3880033
152	3880354

153	3891044
153	3891358

154	3901694
154	3901994

155	3912751
155	3913060

156	3923714
156	3924019

157	3934476
157	3934917

158	3945553
158	3945880

159	3956556
159	3956871

160	3967438
160	3967749

161	3978325
161	3978651

162	3989426
162	3989738

163	4000074
163	4000374

164	4011161
164	4011466

165	4021857
165	4022164

166	4032793
166	4033108

167	4043759
167	4044073

168	4054650
168	4054961

169	4065579
169	4065901

170	4077499
170	4077822

171	4087398
171	4087756

172	4098398
172	4098721

173	4109552
173	4109854

174	4120212
174	4120656

175	4131396
175	4131712

176	4142456
176	4142778

177	4153106
177	4153422

178	4164158
178	4164473

179	4175101
179	4175402

180	4185909
180	4186208

181	4196934
181	4197248

182	4207885
182	4208188

183	4218633
183	4218937

184	4229652
184	4229956

185	4240911
185	4241234

186	4251580
186	4251884

187	4263069
187	4263436

188	4274202
188	4274563

189	4284516
189	4284825

190	4295560
190	4295870

191	4306481
191	4306856

192	4317212
192	4317583

193	4328185
193	4328535

194	4339375
194	4339723

195	4350124
195	4350492

196	4361109
196	4361428

197	4371934
197	4372237

198	4383026
198	4383324

199	4394087
199	4394385

200	4405884
200	4406465

201	4417341
201	4417687

202	4428885
202	4429480

203	4438047
203	4438375

204	4450443
204	4451032

205	4462044
205	4462348

206	4471494
206	4471808

207	4483977
207	4484279

208	4492861
208	4493166

209	4503169
209	4503458

210	4514468
210	4514776

211	4525614
211	4525922

212	4537138
212	4537709

213	4548152
213	4548493

214	4559022
214	4559389

215	4570648
215	4571335

216	4581266
216	4581789

217	4591242
217	4591633

218	4603237
218	4603795

219	4614422
219	4614828

220	4626347
220	4626913

221	4637570
221	4638002

222	4647852
222	4648239

223	4659247
223	4659682

224	4669646
224	4669980

225	4680567
225	4680924

226	4691431
226	4691732

227	4702275
227	4702588

228	4713485
228	4713839

229	4724432
229	4724747

230	4735068
230	4735380

231	4746154
231	4746461

232	4757167
232	4757474

233	4767906
233	4768232

234	4778902
234	4779208

235	4789881
235	4790188

236	4800766
236	4801138

237	4811856
237	4812185

238	4823047
238	4823370

239	4834082
239	4834416

240	4845517
240	4845883

241	4856167
241	4856502

242	4866959
242	4867302

243	4878020
243	4878388

244	4888922
244	4889238

245	4899897
245	4900204

246	4917012
246	4917407

247	4921786
247	4922097

248	4932706
248	4933018

249	4943669
249	4943986

250	4954513
250	4954837

251	4965643
251	4965953

252	4976611
252	4976919

253	4987548
253	4987874

254	4998581
254	4998912

255	5009915
255	5010219

256	5020887
256	5021190

257	5032388
257	5032990

258	5043370
258	5043657

259	5054207
259	5054675

260	5064446
260	5064735

261	5075635
261	5075939

262	5086983
