#Index: 0, Type: Copy
0	466350
0	466563

1	475393
1	475514

2	1290243
2	1290470

3	1299783
3	1300000

4	1311135
4	1311350

5	1322494
5	1322715

6	1335848
6	1336068

7	1348879
7	1349099

8	1361134
8	1361353

9	1374455
9	1374676

10	1388382
10	1388609

11	1403675
11	1403888

12	1413044
12	1413284

13	1424560
13	1424780

14	1436258
14	1436479

15	1448867
15	1449092

16	1460577
16	1460802

17	1472612
17	1472837

18	1484556
18	1484781

19	1496339
19	1496577

20	1508588
20	1508831

21	1521244
21	1521460

22	1532689
22	1532941

23	1543330
23	1543553

24	1554879
24	1555096

25	1570747
25	1570960

26	1577678
26	1577891

27	1589848
27	1590064

28	1601164
28	1601382

29	1612589
29	1612813

30	1622823
30	1623040

31	1633962
31	1634183

32	1645093
32	1645311

33	1656103
33	1656322

34	1668038
34	1668262

35	1678463
35	1678682

36	1689851
36	1690071

37	1700770
37	1700991

38	1711647
38	1711865

39	1723001
39	1723220

40	1734389
40	1734608

41	1745347
41	1745566

42	1756790
42	1757015

43	1767719
43	1767940

44	1778388
44	1778608

45	1789401
45	1789621

46	1801382
46	1801606

47	1811973
47	1812191

48	1822784
48	1823005

49	1834516
49	1834735

50	1845720
50	1845940

51	1857264
51	1857484

52	1869804
52	1870044

53	1880477
53	1880693

54	1891755
54	1891977

55	1902488
55	1902708

56	1913574
56	1913790

57	1925114
57	1925335

58	1937046
58	1937273

59	1947972
59	1948192

60	1958813
60	1959035

61	1970301
61	1970521

62	1981644
62	1981864

63	1992456
63	1992674

64	2003794
64	2004013

65	2015740
65	2015965

66	2025967
66	2026186

67	2037947
67	2038172

68	2049782
68	2050030

69	2060640
69	2060888

70	2071956
70	2072208

71	2083238
71	2083496

72	2093973
72	2094226

73	2104512
73	2104732

74	2116270
74	2116533

75	2127370
75	2127618

76	2138324
76	2138548

77	2149251
77	2149472

78	2160719
78	2160938

79	2172159
79	2172409

80	2183307
80	2183559

81	2194138
81	2194362

82	2205950
82	2206198

83	2217909
83	2218152

84	2229248
84	2229488

85	2239775
85	2239995

86	2251626
86	2251876

87	2261658
87	2261877

88	2272898
88	2273117

89	2284030
89	2284247

90	2294877
90	2295097

91	2305997
91	2306215

92	2317224
92	2317444

93	2328238
93	2328458

94	2339288
94	2339508

95	2350486
95	2350706

96	2361464
96	2361683

97	2372977
97	2373198

98	2385682
98	2385924

99	2397449
99	2397685

100	2408464
100	2408682

101	2419982
101	2420207

102	2431289
102	2431515

103	2441614
103	2441834

104	2452950
104	2453167

105	2464419
105	2464639

106	2475119
106	2475337

107	2486573
107	2486792

108	2497796
108	2498015

109	2509165
109	2509386

110	2520467
110	2520687

111	2531616
111	2531840

112	2542790
112	2543016

113	2554083
113	2554333

114	2567075
114	2567303

115	2577054
115	2577267

116	2589643
116	2589860

117	2600912
117	2601132

118	2612179
118	2612401

119	2623002
119	2623222

120	2634125
120	2634344

121	2645133
121	2645353

122	2656113
122	2656332

123	2667281
123	2667501

124	2678404
124	2678625

125	2689584
125	2689804

126	2700691
126	2700910

127	2711808
127	2712027

128	2723098
128	2723318

129	2734444
129	2734663

130	2746215
130	2746461

131	2758648
131	2758884

132	2771742
132	2771955

133	2779362
133	2779581

134	2790783
134	2791003

135	2801981
135	2802202

136	2812907
136	2813127

137	2823884
137	2824103

138	2835137
138	2835357

139	2846031
139	2846250

140	2857459
140	2857679

141	2869472
141	2869716

142	2880142
142	2880393

143	2891225
143	2891449

144	2902447
144	2902671

145	2913444
145	2913666

146	2924176
146	2924396

147	2935619
147	2935845

148	2946008
148	2946228

149	2957170
149	2957389

150	2969251
150	2969475

151	2980538
151	2980786

152	2991822
152	2992047

153	3003145
153	3003371

154	3014089
154	3014305

155	3025433
155	3025657

156	3036919
156	3037144

157	3048419
157	3048669

158	3059133
158	3059359

159	3070683
159	3070906

160	3081812
160	3082038

161	3092937
161	3093162

162	3104694
162	3104946

163	3115450
163	3115674

164	3126942
164	3127194

165	3137979
165	3138227

166	3149088
166	3149312

167	3160395
167	3160644

168	3171453
168	3171678

169	3182936
169	3183161

170	3194439
170	3194670

171	3204554
171	3204773

172	3215993
172	3216212

173	3227020
173	3227240

174	3238511
174	3238733

175	3250477
175	3250729

176	3261570
176	3261815

177	3272685
177	3272908

178	3284045
178	3284270

179	3294733
179	3294953

180	3306366
180	3306591

181	3317392
181	3317612

182	3328144
182	3328363

183	3339427
183	3339647

184	3350821
184	3351042

185	3361486
185	3361705

186	3372367
186	3372586

187	3384037
187	3384263

188	3394922
188	3395147

189	3405509
189	3405728

190	3416780
190	3417000

191	3429367
191	3429688

192	3443540
192	3443787

193	3453689
193	3453912

194	3464328
194	3464547

195	3475056
195	3475276

196	3487263
196	3487490

197	3497753
197	3497974

198	3508487
198	3508706

199	3521169
199	3521412

200	3532878
200	3533128

201	3544462
201	3544696

202	3554934
202	3555160

203	3566609
203	3566845

204	3577091
204	3577311

205	3588307
205	3588525

206	3599581
206	3599801

207	3610479
207	3610699

208	3621681
208	3621900

209	3632958
209	3633178

210	3644713
210	3644964

211	3656015
211	3656259

212	3667177
212	3667426

213	3678132
213	3678363

214	3689136
214	3689373

215	3699229
215	3699448

216	3710151
216	3710371

217	3721629
217	3721853

218	3732808
218	3733027

219	3744293
219	3744537

220	3754385
220	3754608

221	3766132
221	3766354

222	3776454
222	3776674

223	3787498
223	3787719

224	3798742
224	3798960

